"File","Line","Severity","Code","Message"
"docs\decisions\ADR-0037-preserve-source-cell-lineage.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0038-bounded-parallel-plugin-execution.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0038-bounded-parallel-plugin-execution.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0039-database-concurrency-owned-by-transactions.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0039-database-concurrency-owned-by-transactions.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0040-openmeteo-relational-storage.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0040-openmeteo-relational-storage.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0041-contextual-jul-for-concurrent-plugins.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0041-contextual-jul-for-concurrent-plugins.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0042-side-effect-free-dry-run.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0042-side-effect-free-dry-run.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0043-plugin-local-pipeline-packages.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0043-plugin-local-pipeline-packages.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0044-octopus-energy.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0044-octopus-energy.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0045-documentation-delivery-baseline.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0045-documentation-delivery-baseline.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0046-manifest-driven-documentation-engine.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0046-manifest-driven-documentation-engine.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0047-database-backed-configuration-registration.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0047-database-backed-configuration-registration.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0048-persistent-plugin-registry-and-cli-lifecycle.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0048-persistent-plugin-registry-and-cli-lifecycle.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0049-shared-validation-and-jdbc-execution.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0049-shared-validation-and-jdbc-execution.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-0050-application-metadata-validation-and-utilities.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-0050-application-metadata-validation-and-utilities.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-REGISTER.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\ADR-REGISTER.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\decisions\ADR-TEMPLATE.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\decisions\ADR-TEMPLATE.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\decisions\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\Build-CI-and-Release-Guide.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\Build-CI-and-Release-Guide.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\dependency-management.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\dependency-management.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\Java-Quality-Guide.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\Java-Quality-Guide.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\local-build-test-run.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\local-build-test-run.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\release-and-versioning.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\release-and-versioning.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\development\repository-structure.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\development\repository-structure.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\diagrams\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\diagrams\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\diagrams\source\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\diagrams\source\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\DOCUMENTATION-INDEX.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\DOCUMENTATION-INDEX.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\Documentation-Standards.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\Documentation-Standards.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\examples\example-plugin\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\examples\example-plugin\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\generated\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\generated\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\governance\data-and-privacy-governance.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\governance\data-and-privacy-governance.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\governance\dependency-and-attribution-management.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\governance\dependency-and-attribution-management.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\governance\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\governance\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\governance\release-compliance-checklist.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\governance\release-compliance-checklist.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-a-csv-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-a-csv-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\adding-a-json-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-a-json-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\adding-an-excel-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-an-excel-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\adding-a-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-a-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\adding-html-link-discovery.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\adding-html-link-discovery.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\configuring-api-credentials.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\configuring-api-credentials.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\database-configuration-and-security.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\database-configuration-and-security.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\database-troubleshooting.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\database-troubleshooting.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\plugin-contract-migration.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\plugin-contract-migration.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\quick-start.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\quick-start.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\running-and-testing.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\running-and-testing.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\running-plugins.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\running-plugins.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\run-ofgem-price-cap-import.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\run-ofgem-price-cap-import.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\guides\sql-server-bootstrap.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\guides\sql-server-bootstrap.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\Licensing-Policy.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\Licensing-Policy.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\manifests\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\manifests\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\migration\MANIFEST-DRIVEN-DOCUMENTATION-ENGINE.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\migration\MANIFEST-DRIVEN-DOCUMENTATION-ENGINE.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\migration\version-1-to-version-2.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\migration\version-1-to-version-2.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\operations\backup-and-recovery.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\operations\backup-and-recovery.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\operations\logging-and-pool.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\operations\logging-and-pool.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\operations\monitoring-and-diagnostics.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\operations\monitoring-and-diagnostics.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\operations\operations-runbook.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\operations\operations-runbook.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\operations\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\operations\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\octopus\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\octopus\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\ofgem\data-model.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\ofgem\data-model.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\ofgem\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\ofgem\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\ofgem\workbook-mapping.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\ofgem\workbook-mapping.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\openmeteo\MIGRATION-NOTES.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\openmeteo\MIGRATION-NOTES.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\openmeteo\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\openmeteo\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\plugins\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\plugins\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\command-line-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\command-line-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\configuration-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\configuration-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\csv-parsing.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\csv-parsing.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\database-configuration.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\database-configuration.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\database-schema-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\database-schema-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\download-and-discovery-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\download-and-discovery-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\excel-parsing.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\excel-parsing.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\html-link-discovery.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\html-link-discovery.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\ingestion-audit-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\ingestion-audit-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\json-parsing.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\json-parsing.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\octopus-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\octopus-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\octopus-schema.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\octopus-schema.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\ofgem-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\ofgem-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\ofgem-plugin-configuration.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\ofgem-plugin-configuration.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\ofgem-price-cap-data-dictionary.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\ofgem-price-cap-data-dictionary.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\openmeteo-plugin.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\openmeteo-plugin.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\openmeteo-schema.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\openmeteo-schema.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\plugin-api-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\plugin-api-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\plugin-properties-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\plugin-properties-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\plugin-registry-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\plugin-registry-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\README.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\shared-validation-and-jdbc-reference.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\shared-validation-and-jdbc-reference.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reference\supported-data-formats.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reference\supported-data-formats.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\release\Distribution-Contents.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Distribution-Contents.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\release\Final-Release-Checklist.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Final-Release-Checklist.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\release\Release-1.0.0.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Release-1.0.0.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\release\Release-2.0.0.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Release-2.0.0.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\release\Release-Evidence-Index.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Release-Evidence-Index.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\release\Release-Process.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\release\Release-Process.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\CLI-AND-PLUGIN-REGISTRY-UPDATE-2026-08-03.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\CLI-AND-PLUGIN-REGISTRY-UPDATE-2026-08-03.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\review\DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\DOCUMENTATION-GAP-ANALYSIS-2026-07-26.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\review\FINAL-DOCUMENTATION-AUDIT-2026-08-03.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\review\FINAL-DOCUMENTATION-AUDIT-2026-08-03.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\FINAL-DOCUMENTATION-AUDIT-2026-08-04.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\FINAL-DOCUMENTATION-AUDIT-2026-08-04.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\review\integration-review-2026-07-23.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\review\integration-review-2026-07-23.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\PHASE-3-COMPLETION-CHECKLIST.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\PHASE-3-COMPLETION-CHECKLIST.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\review\README.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\review\README.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\RELEASE-READINESS-STATUS-2.0.0.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\review\RELEASE-READINESS-STATUS-2.0.0.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\UNRESOLVED-TOOLCHAIN-AND-SPECIFICATION-GAPS-2026-07-26.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\review\UNRESOLVED-TOOLCHAIN-AND-SPECIFICATION-GAPS-2026-07-26.md","3","Warning","MISPLACED_OR_LEGACY_BLOCK","Document metadata exists, but it is not in the required delimited block."
"docs\reviews\Batch-1-Version-2.0.0-Documentation.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-1-Version-2.0.0-Documentation.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-2-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-2-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-3-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-3-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-4-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-4-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-5-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-5-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-6-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
"docs\reviews\Batch-6-Implementation-Notes.md","2","Error","MISSING_OPENING_DELIMITER","The header block does not start with --- immediately after the first heading."
"docs\reviews\Batch-7-Implementation-Notes.md","2","Error","MISSING_HEADER_BLOCK","No document metadata block was found after the first heading."
